Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal;Descripcio_dia_setmana;NK_ Any;Mes_ any;Nom_mes;Dia_mes;Descripcio_torn;Hora_dia;Descripcio_causa_vianant;Desc_Tipus_vehicle_implicat;Descripcio_sexe;Edat;Descripcio_tipus_persona;Descripcio_Lloc_atropellament_vianant;Descripcio_Motiu_desplaçament_vianant;Descripcio_Motiu_desplaçament_conductor;Descripcio_victimitzacio;Coordenada_UTM_X;Coordenada_UTM_Y
2018S000019    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;245802;París / Enric Granados                            ;;Dimarts;2018;1;Gener;2;Matí;9;No és causa del  vianant;Motocicleta;Dona;33;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;429365,3;4583064,14
2018S000021    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;701502;Benedetti / Bellesguard                           ;;Dimarts;2018;1;Gener;2;Matí;9;No és causa del  vianant;Motocicleta;Home;39;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;427028,24;4584882,89
2018S000022    ;2;Eixample;6;la Sagrada Família;178308;Indústria / Lepant                                ;;Dimarts;2018;1;Gener;2;Matí;9;No és causa del  vianant;Motocicleta;Home;31;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;430901,11;4584569,96
2018S000023    ;6;Gràcia;30;la Salut;66100;Dalt                                              ;104-106   ;Dimarts;2018;1;Gener;2;Matí;9;No és causa del  vianant;Motocicleta;Dona;34;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;429724,41;4584965,82
2018S000024    ;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;700059;Vallvidrera a les Planes / Major del Rectoret     ;;Dimarts;2018;1;Gener;2;Matí;9;No és causa del  vianant;Motocicleta;Home;19;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;424565,61;4586045,6
2018S000025    ;7;Horta-Guinardó;36;la Font d'en Fargues;317903;Carmel / Pedrell                                  ;;Dimarts;2018;1;Gener;2;Matí;11;No és causa del  vianant;Turisme;Home;2;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;429749,82;4586264,53
2018S000026    ;4;Les Corts;20;la Maternitat i Sant Ramon;179457;Diagonal                                          ;694-696   ;Dimarts;2018;1;Gener;2;Tarda;14;No és causa del  vianant;Motocicleta;Home;54;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;425819,56;4582083,33
2018S000027    ;3;Sants-Montjuïc;15;Hostafrancs;331507;Tarragona                                         ;103-115   ;Dimarts;2018;1;Gener;2;Tarda;15;Desobeir el senyal del semàfor;Turisme;Dona;42;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;428779,12;4581124,02
2018S000028    ;9;Sant Andreu;59;el Bon Pastor;63850;Potosí / Caracas                                  ;15-19     ;Dimarts;2018;1;Gener;2;Tarda;14;No és causa del  vianant;Motocicleta;Home;45;Conductor;Desconegut;Desconegut;Desconegut;Ferit greu: hospitalització superior a 24h;433550,46;4588484,21
2018S000029    ;9;Sant Andreu;62;el Congrés i els Indians;274505;Guinardó / Maragall                               ;;Dimarts;2018;1;Gener;2;Tarda;17;No és causa del  vianant;Motocicleta;Home;31;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;431366,44;4586336,94
2018S000030    ;8;Nou Barris;44;Vilapicina i la Torre Llobeta;95200;Cartellà                                          ;40;Dimarts;2018;1;Gener;2;Tarda;16;No és causa del  vianant;Furgoneta;Home;55;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;430955,49;4586790,14
2018S000031    ;4;Les Corts;20;la Maternitat i Sant Ramon;23800;Madrid                                            ;63-73     ;Dimarts;2018;1;Gener;2;Matí;13;Creuar per fora pas de vianants;Autobús;Dona;49;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;427049,01;4581302,86
2018S000032    ;7;Horta-Guinardó;33;el Baix Guinardó;68900;Guinardó / Castillejos                            ;;Dimarts;2018;1;Gener;2;Tarda;17;No és causa del  vianant;Turisme;Dona;9;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;430683,9;4585166
2018S000033    ;6;Gràcia;31;la Vila de Gràcia;312502;Gran de Gràcia / Santa Àgata                      ;;Dimarts;2018;1;Gener;2;Tarda;18;No és causa del  vianant;Motocicleta;Home;47;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;429206,33;4584149,85
2018S000033    ;6;Gràcia;31;la Vila de Gràcia;312502;Gran de Gràcia / Santa Àgata                      ;;Dimarts;2018;1;Gener;2;Tarda;18;No és causa del  vianant;Motocicleta;Home;Desconegut;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Rebutja assistència sanitària;429206,33;4584149,85
2018S000034    ;1;Ciutat Vella;1;el Raval;39800;Rambla                                            ;11;Dimarts;2018;1;Gener;2;Tarda;17;No és causa del  vianant;Taxi;Home;27;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;431170,35;4581218,47
2018S000034    ;1;Ciutat Vella;1;el Raval;39800;Rambla                                            ;;Dimarts;2018;1;Gener;2;Tarda;17;No és causa del  vianant;Turisme;Home;25;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;431170,35;4581218,47
2018S000035    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;51205;París                                             ;151-155   ;Dimarts;2018;1;Gener;2;Tarda;19;No és causa del  vianant;Bicicleta;Home;26;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;429097,08;4582816,79
2018S000036    ;8;Nou Barris;45;Porta;186500;Rio de Janeiro                                    ;94-102    ;Dimarts;2018;1;Gener;2;Tarda;18;No és causa del  vianant;Ciclomotor;Home;49;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;431825,99;4588125,62
2018S000037    ;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;247105;Palau / Isabel II                                 ;;Dimarts;2018;1;Gener;2;Tarda;16;No és causa del  vianant;Motocicleta;Home;52;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;431803,6;4581754,35
2018S000038    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;87009;Sarrià / Comte Borrell                            ;;Dimarts;2018;1;Gener;2;Tarda;20;No és causa del  vianant;Motocicleta;Dona;43;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;428711,21;4582610,57
2018S000039    ;2;Eixample;7;la Dreta de l'Eixample;74506;València / Catalunya                              ;;Dimarts;2018;1;Gener;2;Tarda;20;No és causa del  vianant;Motocicleta;Home;47;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;430061,22;4582806,77
2018S000040    ;4;Les Corts;20;la Maternitat i Sant Ramon;84703;Mig (Descendent)                                  ;K22       ;Dimarts;2018;1;Gener;2;Tarda;20;No és causa del  vianant;Taxi;Home;41;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;427095,73;4581854,83
2018S000041    ;10;Sant Martí;73;la Verneda i la Pau;343200;Santander / Trajana                               ;;Dimarts;2018;1;Gener;2;Tarda;19;No és causa del  vianant;Motocicleta;Home;46;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;433501,25;4586845,07
2018S000042    ;9;Sant Andreu;60;Sant Andreu;354604;Gran de Sant Andreu                               ;267;Dimarts;2018;1;Gener;2;Tarda;19;Creuar per fora pas de vianants;Motocicleta;Home;86;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;432390,05;4587643,25
2018S000044    ;4;Les Corts;19;les Corts;134200;Francesc Macià / Josep Tarradellas                ;;Dimecres;2018;1;Gener;3;Matí;8;No és causa del  vianant;Ciclomotor;Home;30;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;428560,64;4582872,87
2018S000045    ;6;Gràcia;28;Vallcarca i els Penitents;337900;Cardedeu / Mare de Déu del Coll                   ;;Dimecres;2018;1;Gener;3;Matí;9;No és causa del  vianant;Motocicleta;Home;69;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;428670,29;4585382,46
2018S000046    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;209900;Meridiana                                         ;189;Dimecres;2018;1;Gener;3;Matí;9;No és causa del  vianant;Motocicleta;Home;34;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;432115,62;4585274,89
2018S000047    ;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;41303;Balmes                                            ;414-416   ;Dimecres;2018;1;Gener;3;Matí;11;No és causa del  vianant;Motocicleta;Dona;32;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;428114,36;4584473,27
2018S000049    ;2;Eixample;9;la Nova Esquerra de l'Eixample;227800;Entença                                           ;145;Dimecres;2018;1;Gener;3;Matí;12;No és causa del  vianant;Motocicleta;Home;27;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;428735,02;4581779,15
2018S000050    ;4;Les Corts;21;Pedralbes;115400;Diagonal                                          ;712-716   ;Dimecres;2018;1;Gener;3;Matí;9;No és causa del  vianant;Motocicleta;Dona;52;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;425404,36;4581892,29
2018S000051    ;1;Ciutat Vella;1;el Raval;701251;Zona Franca                                       ;245;Dimecres;2018;1;Gener;3;Matí;12;No és causa del  vianant;Motocicleta;Home;27;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;427807,91;4579712,38
2018S000052    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;353500;Freixa / Vallmajor                                ;;Dimecres;2018;1;Gener;3;Matí;13;No és causa del  vianant;Motocicleta;Home;29;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;428098,21;4583643,95
2018S000053    ;2;Eixample;10;Sant Antoni;361406;Comte d'Urgell                                    ;10;Dimecres;2018;1;Gener;3;Tarda;15;No és causa del  vianant;Ciclomotor;Home;35;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;430067,33;4581411,11
2018S000054    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs)                                   ;K141      ;Dimecres;2018;1;Gener;3;Tarda;17;No és causa del  vianant;Motocicleta;Home;37;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;429560,28;4578433,34
2018S000055    ;2;Eixample;7;la Dreta de l'Eixample;144601;Diagonal / Nàpols                                 ;;Dimecres;2018;1;Gener;3;Tarda;17;No és causa del  vianant;Motocicleta;Dona;33;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;430978,26;4583706,76
2018S000056    ;4;Les Corts;20;la Maternitat i Sant Ramon;701433;Mig                                               ;0;Dimecres;2018;1;Gener;3;Tarda;17;No és causa del  vianant;Motocicleta;Home;23;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;429070,35;4584537,49
2018S000056    ;4;Les Corts;20;la Maternitat i Sant Ramon;701433;Mig                                               ;;Dimecres;2018;1;Gener;3;Tarda;17;No és causa del  vianant;Motocicleta;Home;23;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Rebutja assistència sanitària;429070,35;4584537,49
2018S000057    ;8;Nou Barris;52;la Prosperitat;127602;Dalt (Besòs)                                      ;K155      ;Dimecres;2018;1;Gener;3;Tarda;19;No és causa del  vianant;Furgoneta;Home;34;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;432218,56;4588908,54
2018S000057    ;8;Nou Barris;52;la Prosperitat;127602;Dalt (Besòs)                                      ;;Dimecres;2018;1;Gener;3;Tarda;19;No és causa del  vianant;Furgoneta;Home;53;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;432218,56;4588908,54
2018S000057    ;8;Nou Barris;52;la Prosperitat;127602;Dalt (Besòs)                                      ;;Dimecres;2018;1;Gener;3;Tarda;19;No és causa del  vianant;Furgoneta;Home;59;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;432218,56;4588908,54
2018S000058    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;140101;Dalt (Besòs)                                      ;K90       ;Dimecres;2018;1;Gener;3;Tarda;18;No és causa del  vianant;Motocicleta;Home;43;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;427504,46;4585298,73
2018S000059    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;32700;Balmes / Rosselló                                 ;;Dimecres;2018;1;Gener;3;Tarda;19;Desobeir el senyal del semàfor;Motocicleta;Home;6;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;429649,26;4582966,26
2018S000060    ;2;Eixample;9;la Nova Esquerra de l'Eixample;287201;Entença / Provença                                ;;Dimecres;2018;1;Gener;3;Tarda;20;No és causa del  vianant;Motocicleta;Dona;45;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;428690,81;4581838,58
2018S000061    ;7;Horta-Guinardó;40;Montbau;39301;Arquitectura                                      ;1;Dimecres;2018;1;Gener;3;Tarda;20;Creuar per fora pas de vianants;Turisme;Home;41;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;428518,97;4586993,98
2018S000062    ;8;Nou Barris;50;les Roquetes;700450;Dalt (Llobregat)                                  ;E2        ;Dimecres;2018;1;Gener;3;Tarda;21;No és causa del  vianant;Motocicleta;Home;39;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;431275,63;4588731,92
2018S000063    ;2;Eixample;7;la Dreta de l'Eixample;144601;Sant Joan / Rosselló                              ;;Dimecres;2018;1;Gener;3;Tarda;21;No és causa del  vianant;Motocicleta;Home;41;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;430505,46;4583808,03
2018S000064    ;9;Sant Andreu;61;la Sagrera;233701;Meridiana                                         ;255;Dimecres;2018;1;Gener;3;Tarda;19;No és causa del  vianant;Autobús;Home;71;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;432111,61;4586056,95
2018S000065    ;10;Sant Martí;71;Provençals del Poblenou;169409;Bac de Roda / Corts Catalanes                     ;;Dimecres;2018;1;Gener;3;Nit;23;No és causa del  vianant;Bicicleta;Home;46;Conductor;Desconegut;Desconegut;Desconegut;Ferit greu: hospitalització superior a 24h;433081,87;4584996,69
2018S000066    ;4;Les Corts;20;la Maternitat i Sant Ramon;23800;Madrid                                            ;63-73     ;Dijous;2018;1;Gener;4;Matí;6;No és causa del  vianant;Motocicleta;Dona;26;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;427049,01;4581302,86
2018S000066    ;4;Les Corts;20;la Maternitat i Sant Ramon;23800;Madrid                                            ;;Dijous;2018;1;Gener;4;Matí;6;No és causa del  vianant;Motocicleta;Home;30;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;427049,01;4581302,86
2018S000067    ;10;Sant Martí;65;el Clot;191204;Mallorca                                          ;634;Dijous;2018;1;Gener;4;Matí;7;No és causa del  vianant;Motocicleta;Dona;28;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;432211,14;4585084,11
2018S000067    ;10;Sant Martí;65;el Clot;191204;Mallorca                                          ;;Dijous;2018;1;Gener;4;Matí;7;No és causa del  vianant;Motocicleta;Home;26;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;432211,14;4585084,11
2018S000068    ;3;Sants-Montjuïc;11;el Poble-sec;261004;Paral·lel                                         ;81;Dijous;2018;1;Gener;4;Matí;7;No és causa del  vianant;Motocicleta;Home;31;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;430399,18;4580899,78
2018S000069    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;226400;Las Navas de Tolosa / Meridiana                   ;;Dijous;2018;1;Gener;4;Matí;8;No és causa del  vianant;Ciclomotor;Home;54;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;432141,03;4585382,64
2018S000070    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;700133;Transversal 5 / Longitudinal 3                    ;6;Dijous;2018;1;Gener;4;Matí;9;No és causa del  vianant;Altres vehicles amb motor;Home;47;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;426238,17;4576289,95
2018S000071    ;3;Sants-Montjuïc;15;Hostafrancs;191204;Elisi / Tarragona                                 ;;Dijous;2018;1;Gener;4;Matí;11;No és causa del  vianant;Bicicleta;Home;39;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;428585,98;4581366,46
2018S000072    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;8501;Tuset / Gràcia                                    ;;Dijous;2018;1;Gener;4;Matí;11;No és causa del  vianant;Motocicleta;Home;71;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;429099,82;4583362,45
2018S000073    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;363809;Provença / Muntaner                               ;;Dijous;2018;1;Gener;4;Matí;9;Desobeir el senyal del semàfor;Bicicleta;Dona;26;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;429456,18;4582587,71
2018S000074    ;2;Eixample;7;la Dreta de l'Eixample;31300;Ausiàs Marc / Bailèn                              ;;Dijous;2018;1;Gener;4;Matí;12;No és causa del  vianant;Motocicleta;Dona;48;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;431275,02;4582830,46
2018S000075    ;6;Gràcia;31;la Vila de Gràcia;236700;Perla                                             ;3;Dijous;2018;1;Gener;4;Matí;12;No és causa del  vianant;Turisme;Home;39;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;429582,49;4584042,63
2018S000076    ;4;Les Corts;20;la Maternitat i Sant Ramon;700811;Albert Bastardas                                  ;23X       ;Dijous;2018;1;Gener;4;Tarda;14;No és causa del  vianant;Turisme;Home;36;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;425482,01;4581542,53
2018S000077    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;143904;Ganduxer / Augusta                                ;;Dijous;2018;1;Gener;4;Tarda;14;No és causa del  vianant;Ciclomotor;Home;21;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;427815,43;4583480,39
2018S000078    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;363809;Comte d'Urgell                                    ;212;Dijous;2018;1;Gener;4;Tarda;14;No és causa del  vianant;Motocicleta;Dona;35;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;429049,65;4582450,87
2018S000079    ;7;Horta-Guinardó;33;el Baix Guinardó;335406;Padilla                                           ;394U      ;Dijous;2018;1;Gener;4;Tarda;15;No és causa del  vianant;Motocicleta;Home;70;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Amb assistència sanitària en lloc d'accident;430542,38;4585129,01
2018S000080    ;2;Eixample;5;el Fort Pienc;197302;Corts Catalanes / Marina                          ;;Dijous;2018;1;Gener;4;Matí;13;No és causa del  vianant;Ciclomotor;Home;26;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;431648,43;4583591,24
2018S000081    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;270901;Pujades / Pamplona                                ;;Dijous;2018;1;Gener;4;Tarda;17;No és causa del  vianant;Motocicleta;Home;37;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu: Hospitalització fins a 24h;432610,79;4583198,24
